,season,episode,Rating,Name,Date,Text,Useful
1,9,10,3,rupertwalker,16 September 2021,"I've watched the Office about six times from first episode to last. It hurts to watch this one each time, and on this run I skipped a majority of scenes. I felt better doing this.I absolutely adore this show, so it was a huge shame to have to sit through it. Even a clip show would be preferable to this. Such a shame.And Daryl's breakup with Val was just trash. Daryl doesn't act like that, and I actually disliked what he did. It wasn't funny and reminded me of the episode where Kelly says ""who says exactly what they're thinking"", about Daryl. Well, apparently Daryl doesn't anymore, they completely changed his character. Either that or they didn't stay faithful to even an ounce of how Daryl is as a person. This feels like it's written, not like a documentary in the style of the show. The build up getting us invested in Val and Daryl turned to nothing and was callous, you can tell they had to change plans and rush towards the finale. Such a shame.Pam didn't seem herself, Meredith was poorly executed comic relief. Wooded all the way through from both of them.They brought in a celeb, that basketball dude, an obvious attempt to gloss over a bad week in the writers' room.",2/5
2,9,10,10,jelanielove,15 September 2020,The plot works so well for these characters and the only thing that would have made it better is if Kelly and Ryan were there. Meredith shaving her head was hilarious and so was her and Pam singing karoke at the end. One of the best episodes in my opinion.,3/8
3,9,10,2,drydenl,8 August 2021,"I do like Jim's meeting with Dr. J, but the rest of the episode is a chore to watch.",1/4
0,9,12,8,ComedyFan2010,13 February 2019,Dwight tries to make Darryl stay with Dunder Mifflin.This episode had a lot of fun moments. Dwight getting a customer to present how angry customers are without Darryl's loyalty. This whole meeting was especially fun with Nelllie trying to make sure Erin doesn't cheat on Andy. I actually really like Nellie now. She became a very fun character. We need to forget these few horrible episodes with her. Her moment with Toby was also funny. They kind of made him creepy instead of the decent nice guy he was when Michael hated him. This is actually sad.,23/25
1,9,12,8,vivianla,28 February 2021,Cecec has her dance recital but Jim cannot make it because he has to try to persuade an investor to continue.Dwight is upset Jim has stolen away Darryl. He gets Darryl into the van for shipment and plays the song We Are Young by fun.Nellie sees the flirting between Pete and Erin when she just got back to Andy's good side.,1/8
2,9,12,1,francogrex,22 July 2021,"It's sad but I didn't expect this to go on like that it should have stopped at when Michael left and that's it, it would have been ended on a high note but it's sad to watch it go on like a dead zombie corpse. Just a few more episodes and we're done though.",5/36
3,9,12,8,kobedawson,25 January 2022,"The argument between Jim and Pam was great and really portrayed how difficult things are with Jim at his dream job and Pam still being at Dunder Mifflin. Shoutout to John Krasinski and Jenna Fischer for the wonderful acting.At this point, we can already tell that Pete and Erin are turning into a serious relationship, and by looking at how terrible Andy has treated Erin, I can definitely see Erin being with a guy like Pete.The plot with Dwight and Darryl was humorous and good for what it was.",3/3
4,9,12,5,Wesklepp,2 October 2021,Wow what the writers did at the end was strange. That so unlike Jim to act like. He never yelled at Pam before😳😳,12/20
0,9,14,8,ComedyFan2010,14 February 2019,Pam's mural is vandalized. Senator has an event for Angela son's first birthday.All stories had a lot of good parts. Angela and Oscar at the party were great and senator really is awful how he treated them. I loved Kevin. I feel bad I thought that it would be better for Angela to go alone than with him because he stood up for his friends.Darryl and Jim as roommates was also a good part.Dwight and Pam working on vandalism revenge also had good parts. I am surprised Val didn't help them,17/26
1,9,14,8,vivianla,28 February 2021,"Jim and Darryl are roommates in Philadelphia and Jim is a slob. Darryl is clean and organized. Jim has given Darryl his bed.Pam is upset that somebody drew butts on her mural in the warehouse. Dwight and Nellie offer to help. Dwight asks the warehouse guys to draw butts or nipple-less breasts.Pam and Dwight paint the mean warehouse guy's truck and he is furious at Pam. He comes running to her looking like he is going to hurt her. Brian, the camera guy tackles him and they both end up getting fired. Pam sees him out as he gets his stuff from his locker in the warehouse. He tells Pam he will always be there for her.",1/11
2,9,14,1,pdx_vw_erik,1 May 2021,Absolutely the worst. Writers must have been stuck for plot lines.,22/33
3,9,14,1,spencerprattsactingcoach,5 January 2020,"This is hands down the worst, poorly scripted episode out of the series. I was compelled after watching this show maybe 10x over the course of it's life to write a bad review about it. The writing is so bad, the actors are forced to be really bad actors in this one. It's a cringe fest. Too many forced ""jokes"". All the other episodes are not bad compared to this one.",24/74
4,9,14,10,Mel_Reid,20 March 2022,"Nate is definitely one of my favourite fringe characters, I wish he had more screen time. This seasons is a huge reception to the mess that season 8 was.",0/0
0,9,16,8,ComedyFan2010,14 February 2019,Andy deals with the break up. Pam tries to get a job in Philly. Angela comes to help Dwight.The main story ab out Andy's break up is actually the least fun one. I guess because Erin isn't nice it is hard to like her because she is also an idiot and it only works well with her being sweet.Angela and Dwight story had some laughs but it was also so wonderful to see them having those moments together! Angela and D.! He is so much better than senator!And Pam having an interview with a guy who is so much like Michael Scott was actually the funniest part!,7/21
1,9,16,8,vivianla,28 February 2021,Dwight asks Angela to shower and dress his aunt who is like a lump of rolls now with everything hanging.Andy is upset that Erin left him and ends up hiring Gabe and a blonde woman named Alice. Gabe comments how Erin and him had sex before.Pam goes to Philly looking for a job. She is offered one by a manager who is like Michael Scott. However the job is more like a secretary.,1/4
2,9,16,1,francogrex,26 July 2021,"What happened? This used to be a great show. Why this incredibly bad development (or lack thereof). Erin is one of the mots stupid characters and should not have been on the show in the first place, but somehow she ends up dominating season 9 with her unfunny stupidity?",17/24
3,9,16,6,kobedawson,26 January 2022,"Let me start off with the positives considering the large amount of negatives that are in this dumpster fire of an episode.Bob Odenkirk did a good job and was pretty charmy with the character he was given, even though he felt like a Micheal clone. And also no Bryan or film crew interactions. Now for the negatives:Nothing between Pam and Jim developed this episode. Andy is a complete embarrassment to all sitcom shows and this is a perfect example of how to NOT write a character in a sitcom or any show with common sense for that matter.The Dwight and Angela relationship is getting old and I'm honestly really tired of the whole back and forth stuff that they portray which leads to nowhere and Dwight looking like a helpless animal.Pete is honestly one of the bright spots of the show currently. Him having no personality is ok, because compated to being an irredeemable asshole, the nice guy act is 10x better.How this episode was rated to be an 8 is mind blowing, I can't believe people actually enjoyed this piece of shir when there was hardly any comedy or common sense. I'm only giving this a 6 because Bob's performance was a tiny breath of fresh air.",1/1
4,9,16,1,kapapula-93254,27 October 2020,"This was the most annoying episode ever! Andy is just the biggest a**hole in the universe and poor Pete is just a good guy loving Erin for the simpleton she is. But Andy is just disgusting with his psycho behaviour. Honestly in season 9 there are very few things enjoyable to watch, the show should have ended when Carell left.",24/38
5,9,16,4,smcgillivray,19 February 2022,"I love the show, but wow, this is a bad episode. Andy... No one like you. Why did they focus on such a dud of a character? So many great characters and they promote this guy. Bleh.",0/0
6,9,16,8,dwightkschrute-33500,1 June 2019,"The whole storyline with Erin, Andy, and Pete is one of the worst storylines in The Office.  Pete is way less developed than Clark, it doesn't really matter that he's a nice guy if he doesn't have any personality. That took down this episode a notch which sucks because everything else going on here is amazing, classic Office.",34/40
7,9,16,4,jvmucoucah,16 July 2020,"There's this cringy attempt to make Andy's personal revenge minimally justified, which honestly just makes me fisically angry. Just make the man fall and be done with it. I miss boat Andy. Great Dwight and Angela plot though.",40/52
8,9,16,6,NJmuskarovsky,20 January 2020,"Jim and Pam were great here but that's all that made me happy. Everytime Andy came on screen I could feel myself getting physically angry, watching him happy that he was ruining erin and Pete's relationship was just wrong and plain annoying. Andy sucks.",24/34
9,9,16,NA,santipe-90670,26 March 2021,"Andy being an outright jerk is in my opinion a horrible thing the writers did with the character. The guy who was once endearing is now mean to Nellie (even though he agreed on hiring her), hates Toby for no reason (like he was unsuccessfully trying to impersonate Michael), and gets obnoxiously angry with Erin and Pete (despite him being the one who abandoned his job and girlfriend for 3 months).I honestly enjoyed a lot Bob Odenkirk's appearance, given the fact that he actually auditioned for playing Michael Scott. However, later in the episode Andy decides to hire Erin and Pete's former couples just to get revenge from them. And while doing so, he disgustingly delights in it.When I first read a couple of reviews that claimed that the last 2 seasons were not as good as seasons 1-7, I figured it was just because of Michael's absence. Now I sadly realize it was because of things like the one I just wrote about.",19/20
10,9,16,9,mathuran-29640,18 December 2019,"The episode was perfect in every way except one thing. Andy. He's such a jerk and a weirdo now. If he wasn't in this episode, then this episode would be one of my favourite episodes of all time.",21/35
11,9,16,3,harisiqbal-12335,17 October 2020,"The show was going good till S8 then ""New Guys"" happened. I hate stupid dull Pete, who swooped in out of nowhere and destroyed Erin-Andy relationship. Hate the fact that they turned Andy into a bad character after ""The Boat"". The office till the exit of Michael Scott was great, hated his exit and hated Pete who ruined things.",20/33
0,9,18,9,ComedyFan2010,15 February 2019,"The promos for documentary come out and the office realizes they had no privacy at all during the years.So many fun moments! I especially liked Dwight and Oscar seeing what they need to hide from senator. Also Stanley, such a cheater that you wouldn't expect! Andy was also hilarious obsessed with the comments. And it was funny to hear the word ""fascistic"" when they showed Dwight in the danish promotion. And while I loved the talk of Dwight and Clark I want Dwight and Esther to break up!",11/12
1,9,18,8,vivianla,1 March 2021,"Phyllis is listening to Fifty Shades of Grey and getting aroused. The office is disgusted and dumps a bucket of water on to her. Andy takes her phone away and listens to the audio book too. He gets water dumped on him.Dwight is trying to impress Esther and her family. He plans to choose Esther to inseminate.New Dwight says Esther is a ten and these girls are trying to seduce him to get him to buy stuff. Dwight says Esther is a ten and Angela is a nine. New Dwight says Scranton nine but I get what you mean.The whole office is shocked to learn they were filmed even when they didn't know they were being so. Pam goes to visit Brian, the handsome former cameraman and asks him if he thinks Jim has changed. Pam watches all the special moments that were caught on camera in the promos. Brian says everything was filmed and they have mics that can pick up sound from a distance. Pam leaves, clearly upset.",2/3
2,9,18,8,Pruikhoofd,10 September 2021,"After years of filming it's time for the documentary to be released, but first its promo time!Pretty funny episode, Andy getting mad at mean comments, the cold open with Phyllis and everyone finding out that they had no privacy for 10 years was also quite funny.Overall 8/10.",0/0
3,9,18,5,max_g-30350,7 February 2021,"In this episode, the tv show, is getting a promo, one is shown in english, and one is show in ""danish"". That is not danish in any way... As a dane i am kinda offended.But the episode is funny as they usually are",7/18
4,9,18,7,rasmus-a-401-325457,3 June 2015,"Just saw the 18th episode of The Office in TV here in Denmark. And as an Dane, i just wanted to let you know, that that's not danish!; which they are trying to speak. The text Pam Beasly is translating in the end on her computer is danish thou. But what they speak sounds like a mix of German and Swedish, what the heck is this!? As a Dane that made me quite upset, how hard can it be to get a danish ""actor"" and make him do a introduction to their promo video.Good episode thou, starting to feel a little nostalgic about the series coming to an end. The best of hopes to Pam and Jim's marriage!!Best Regards Rasmus Abildgaard",37/53
5,9,18,1,zxenergy,22 February 2022,"Season 9, Episode 18 ""Promos"" is just awful and almost ruins the entire series. I didn't laugh. Not even once and often found myself absolutely pissed off at some of the jokes and story lines in this episode. You can tell the actors are just miserable with the horrible jokes they have to act out. Just so terrible.",1/1
0,9,20,9,ComedyFan2010,15 February 2019,"There is a paper airplane competition happening.The competition is fun but the best was Dwight wanting to help Angela. You can see he loves her!In Pam and Jim story Clark was very funny when ""speaking his truth"", but I loved the ending. Pam and Jim made me cry! What a wonderful couple.Andy's story is also pretty good. Loved Roseanne in it!",10/13
1,9,20,8,vivianla,1 March 2021,"Andy goes on his first gig shooting for a health and safer video.Nellie forgot to tell the office there is a two thousand dollars prize for the airplane throwing contest. The office gets competitive.Angela is no longer with the senator and is in a small apartment with Phillip and her numerous cats. The baby is adorable and the cats all go to the crib. Angela picks up the baby as it cries.Erin said growing up in an orphanage you had to be competitive for everything - for snacks, pillows, parents. She hates losing.Esther roots for Dwight. I love her hair. She has two clips holding back two strands.Jim and Pam have done counselling. Pam sees that Jim forgot his umbrella and runs out to give it to him. Jim gives Pam a long big hug.",0/2
2,9,20,2,chris_rowe-881-168820,13 August 2020,"As much as I disliked him on screen when bj Novak and Mindy left the writing went to the pits, I've said before it wasn't Michael leaving that ruined it, was terrible writing. Something the office appeared to do well was character work, I actually disagree if you compare this to parks and rec even a non entity like Gary you know his daughters friends family etc and same with a large percentage.This show when it tried to force a huge rift in with jim and Pam there were no family friends or anything which could've atleast made this believable, even a phone call to portray emotions would've helped, it felt so forced solely for this kinda ending which did feel good.However both characters lost a lot of what made them special when Michael left, their communication, almost synchronicity died, it's hard to empathise with Pam as technically she's in a job she's bad at, is a failed artist, the mural wasn't even really sorted and didn't have many friends or close family except her mum, I'm sure she did but the only close moments with Pam were really Dwight and the camera guy, I can't understand why she wouldn't move. Jim bought a house and wanted a successful career and should've explained it way better and upfront as Pam was portrayed as fair and logical. However her salary plus a desire of being an artist would mean she'd need a lot of money something Jim was busting to get again made her just seem awkward and kinda selfish. I'm sure the ending may change this but I feel this series killed my love of Pam a fair bitTo the point I'm more invested in Dwight and Angela, let's be real Dwight is the MVP, he's the comedy clue, best character arc and the sweet moments with Pam and Jim are too cute.No coincidence that the sister writer seemed to force Erin down your throats, she's an OTT overbearing moron who's assault on Clarke was so badly acted it summed her up, emotionally childish and just a terrible damn character, had potential but she just is so cartoonish she's unbearableAndy should've died at see.Kevin should've had an arc to be semi normal by the end, I soon realised that most characters aren't actually that flushed out or great by the end, the only decent ones are fast loosing charm.I mean Mose had more funny bits than Kevin,Oscar,two young kids combinedPhylis and Stanley are fineTobys delivery is almost indecipherable, awful characterVal and Daryl was wastedTate is way better as office member than manager.Too many cartoon characters.Awful writing killed this show, I'd say Pam and Jim are the ultimate and Dwight is class but I'd side with Leslie Ben and Ron any day",6/26
3,9,20,10,samratsingraur,7 November 2020,"What an episode. Toby's eye and Erin's triggering anger were insanely funny. Kevin's continued failure with paper airplanes was hilarious. Anyways, this episode has one of the best endings as we witnessed the tension between Jim and Pam resolved and that was touching. I wasn't able to control myself laughing in the scene when Jim and Pam were talking in an intentionally formal way as guides by their therapist and Clark asks whether they were high. The paper airplane race was also super fun to watch tho.",4/6
4,9,20,10,niyahsnewacc,5 May 2021,Crying like a baby currently because of that ending.,7/7
5,9,20,10,dresmiles,6 August 2020,The tension with Pam and Jim was sad and hard to think about how they could get back to each other like before. But that ending was done so well just cementing that every seemingly perfect couple has hardships but love is enduring and it's not a feeling but a choice and yeah it was really great.,4/5
6,9,20,8,kobedawson,26 January 2022,"The ending was incredible and truly showed what the relationship between Pam and Jim truly meant. And the flashback to their wedding scene was wonderful.Again, I'm not a huge fan nowadays of the Dwight and Angela relationship but it was interesting nonetheless.Andy doing his thing was kinda boring but at least he acted like a decent human being.",1/1
7,9,20,4,getbacks,1 October 2021,The paper airplane competition was a good idea but for some reason it just didn't come to fruition. It seemed like this story needed someone like Ryan and Kelly to hold it up.The only thing that helps this area of the story is that your heart goes out to Angela.The Pam/Jim trying hard to understand each other thru a marriage counselor but yet try hard to grow farther apart is truly cringy at best and nauseating. Jim answering a phone call was almost reason for Pam to pack up the kids and move in with her mom. Weirdly contrived.However leave it to Andy come through and irritate you even like he started to do by the end of season 8. The audition storyline was good but Andy's character just left you wanting to hate him even more if that were possible.,1/4
8,9,20,1,tclark_56,8 February 2020,"This episode is just a strange transformation for a show that has clearly run out of ideas. Manufacturing a terrible storyline between Jim and Pam by creating friction in a way that is not a part of either of their characters is simply lazy writing. It's as if they decided that once Steve Carell left, and when the Andy is a giant butthole storyline didnt work, they went with whatever else they could find to make people interested in the show. Jim and Pam were always a great love story, but turning Pam into an insufferable nag who finds everything that Jim does to be terrible and selfish, while ignoring any possibility for his and the family's growth and development, is pretty uncharacteristic of the amazing person we've come to know Pam to be. This episode, ending included, was unnessecary and quite frankly, poorly planned.",7/33
9,9,20,5,smcgillivray,21 February 2022,"Sad to see such a wonderful show nearing the end. It is in the death throes here. Characters are written like fan fiction, just becoming goofy shells of their former selves. Where it used to have excellent writing, it is now just barely hanging on. I would have loved this show to have many more seasons, but episodes like this make me thankful they ended it before it totally ruined the great memories of its golden years.",1/1
10,9,20,10,oliverjuegajuegos,16 July 2020,A message to love the things and people like the beggining,11/13
11,9,20,7,sparecrow-87785,7 September 2018,"This final season has been slowly losing steam, but this episode as slow and clunky as it is watching Jim and Pam and Dwight and Angela... It has the most profound and touching ending of any episode that I've seen this entire series.",18/20
12,9,20,8,siefsiso,3 January 2020,"Actually I can't say if I like this better than the ending of ""good bye micheal"" but it certainely is one of the best endings of all episodes
The last scene starts with Jim ( as always ) trying really hard to save the relationship .. and we feel the loss of electricity between Jim and Pam .. but the scene ends with a hold your breathe moment that ends with the most touching moment .. I would cry every time I see that .",18/20
13,9,20,8,tdaniels17,27 November 2021,"The conversations between Jim and Pam make me so angry. I absolutely love the show, but for some reason this episode gets under my skin. Fast forward any dialogue between Jim and Pam and you'll be fine.",2/3
0,9,22,10,ComedyFan2010,15 February 2019,"They are getting ready for documentary. Darryl leaves. Dwight proposes to Angela.Wonderful episode! I had tears in my eyes through the whole last 20 minutes. It was great to see the video Jim compiled for Pam. Darryl's wonderful dance with everyone. And Dwight and Angela... His talk to Jim was beautiful. So great to see him choose Angela, his love, over the ""perfect"" woman. And the proposal... Omg! It is the best proposal I ever saw on TV so far.",62/64
1,9,22,10,spasek,19 July 2021,"If this episode doesn't have you choking back tears or actually shedding a few, then I don't know what to tell you.With all of the tension and conflict between Jim and Pam throughout most of this season, this was a truly beautiful way to bring love and healing to them and their relationship. It's hard to appreciate the ""highs"" without the ""lows."" And this episode was a tremendous ""high"" to be sure!Once again, Jim comes through, and in more ways than one. Pam is now feeling guilty as she starts to think that she's the obstacle preventing Jim from fulfilling his dream. What she doesn't realize is that SHE and their family is his dream! The way that Jim goes about proving this to her is beyond touching. I don't know of anyone who wouldn't be bowled over by such a profound, romantic gesture as this one, which ties all the way back to the Christmas episode involving the teapot. Magical and fantastic way of the writer to put that in there.I have a hard time deciding which is more profoundly epic and sublime: Jim's gesture to Pam, or Jim telling Dwight what is truly important in life. That bit of dialogue is something that every, single person should either read or listen to if you are having trouble trying to answer that question about what is important to you in life. Since the two scenes are gelled into one, I suppose I can easily honor both and accept both as one!And, of course, I loved the end where Darryl gets to dance with everyone to Earth, Wind, and Fire's epic song, ""Boogie Wonderland."" It moves me from tears to smiles and laughter. Is there a better way to end an episode like that? I can't think of one!",8/9
2,9,22,10,theteamavengers,14 July 2020,"One of the best episodes of the office. Every minute of this episode was fantastic.Seeing Andy at the singing audition was really great.The first 20 minutes are all about comedy.
the 2nd half of the episode made me cry and die of laughing. Pam watching Jim's video shows again why they are the best TV couple.Jim giving advice to Dwight was truly a wonderful moment.
Darryl's leaving dance was one of the best scenes in the entire show. I was very sad that he left. He was one of my favourite characters. And now Dwight and Angela finally got engaged. Amazing. 9 seasons for them to get together and we all knew that since day 1.
And the documentary is arriving.So yeah, i'm preparing myself for the finale. i just don't want it to end.",26/28
3,9,22,10,francogrex,26 July 2021,"Yes this is what the office is. Great. The previous episodes of Season 9 were crap honestly but here we are back to the office at its top performance, the final two episodes. Brought tears to my eyes. 10/10.",8/10
4,9,22,10,samratsingraur,9 November 2020,"The assistant to the assistant regional manager plot was humourously funny. Jim and Dwight's friendship to the next level was witnessed and it was sooo hekin beautiful. The love plot with Dwight realising that the baby was def Schrute and also realising his love for Angela over the past few years, chasing her car down and asking her to marry him; and Jim making Pam realise he doesn't have any regrets for staying, by giving her his cute little doc video literally broke me. It made me cry like hell and the song 'snow patrol' was the right choice just like every other song in this show.",19/20
5,9,22,10,wlvandiermen,6 April 2021,"Oh man that was beautiful. I'd call myself blessed if I'd have 5% of Jim and Pam's love story. Great episode, loved every minute of it.",23/24
6,9,22,10,chiaramichael-32929,8 July 2018,"One of the best episodes of season 9. Jim and Pam are back, Angela and Dwight finally get engaged, and Darrell gets a proper farewell.",79/80
0,9,1,8,ComedyFan2010,4 February 2019,"There are new guys in the office and Dwight and Jim are worried about their future.Not a bad starting episode. I like the new guys, mainly Dwight Jr. Him and Dwight together was great. We get the disappointed that Angela's kid isn't his but Oscar has a nice affair with the senator. I am also confused by Andy being surprised Nellie was there since he himself decided it. But no matter what him going after he now is a fun idea/ And Nellie is a better character in this position.",8/17
1,9,1,8,vivianla,26 February 2021,"Andy went on a wilderness trip with kids. He comes back and Erin greets him excitedly. She wears a super cute blue jacket and her hair is in curls.Kelly has quit to go with her doctor boyfriend. Ryan also quits to follow them.There are two new 22-year-olds called New Dwight and New Jim.Jim says if he is not careful, New Jim will be working here for years doing nothing.",1/1
2,9,1,4,sakram,17 December 2020,"You know that little urge that we had that kept us from dropping the show after Michael Scott left ? I am grateful for it, at least for Season 8 which wasn't totally a mess because I really had great laughs throughout many episodes and scenes, Robert California and Nellie Bertram were extremely great additions to the show. Although Season 8 doesn't stand above the rest it does the trick.However, this Season premiere episode fell ludicrously flat. Nothing about is funny, nothing happens is interesting, the only scene that made me chuckle is when Dwight wanted to do the calibration-on-rope thing.What went wrong?
It is Andy turning into this giant butt*ole who accepted Nellie just to take revenge from her although he was a total idiot when he left work for his ""romantic endeavor"". Nellie is a great character and she was designed to be hated but many people ended up liking her for her eccentric personality. Yet, they just ruined Andy for us, great.
It is Andy taking it out on Toby for absolutely no reason, no reason at all. Michael Scott hating on Toby had its reasons and it was hilarious because Michael loved many people and hated many people for unknown weirdo reasons. But Andy just hating Toby made no sense.
It is when Kevin killed a turtle, an attempt of the writers to achieve ""Dark Humor"" but what the hell ? It sure is dark but it is not funny.This doesn't look so good for the rest of the season. Dropping it already might sound rational after you see this episode. But the finale is only so close.",2/4
3,9,1,7,kobedawson,23 January 2022,"First of all, why tf is Nellie still here? She isn't funny, interesting, charming or fit the show whatsoever. Who's dumb idea was it to keep her on the show? I honestly think this is favoritism for the actor at this point, you got rid of another terrible character last season(Thank God), but there's still one more left.Not only does this make Andy look like an absolute pathetic dumbass but this further declines his character down(if that's even possible at this point).Luckily we got a sense of intrigue for the storyline that Jim is in for another job. Dwight made me laugh from time to time and Kevin destroying that Turtle's shell makes me reflect on how terrible this show has gotten to this point.",2/2
4,9,1,2,george_cherucheril,25 November 2020,Clark Duke was the greatest casting mistake made. He completely destroyed most of the last season of the office.,3/8
5,9,1,2,BoredNow33,29 April 2020,"Killing turtles is funny? Really? Characters cheating all the time is funny? Especially cheating with married or engaged people? I'm just forcing myself to finish the show I once loved. Btw, I hate Nellie!",21/27
6,9,1,1,tclark_56,7 February 2020,"When Steve Carell left, you lost all credibility... the show has lost all of the honesty and reality that made it lovable. The ""new guys"" are just way too reused and non interesting",13/25
7,9,1,10,fionam-43725,6 January 2021,I am so happy that Kelly and Ryan are gone as they were easily me least favourite in the office so annoying and self centred,2/10
8,9,1,NA,hbpinnock,24 March 2020,"This could have been the start of a good season had it not been for Andy-turned-giant-jerk. Erin is too kind of a person to be dating him, his quest for ruining Nellie's life doesn't make sense since he rehired her at the end of last season, and everyone just seems ok with his shift in personality. Made me miss Michael even more.",27/28
9,9,1,7,raceblakhart,28 April 2020,"While this is my least favorite season because of the storylines with the sound guy, and the painting on the warehouse wall.And as far as continuity goes, I see people writing in their review that Andy changed this season. He totally didn't. He's actually the very same Andy he was from his first episode. Power changes people like Andy. If you can't see how that dynamic works, you probably won't be able to follow most shows.",11/30
10,9,1,3,codyaustin,26 May 2016,"I can't be the only person who was confused by this. But Andy right at the end of season 8 CHOSE to re-hire Nellie on a positive note I might add. Now at the start of season 9, he's going on about how he wished she was dead. He's asking ""Why is Nellie still here?"" even though he clearly had the option to fire her but chose not to. Where's the continuity? Also Andy is becoming very unlikable. He's starting in on Toby which I guess kind of has a place considering in the past, the regional managers have typically had it out for Toby (Michael, Jim for one episode). But it's uncharacteristic of Andy.I'm starting to regret having stuck with the show post-Michael leaving, but it's almost over at this point I feel I need to finish it.",56/64
11,9,1,5,yomaspoop,20 September 2012,"I would like to start out this review by saying I am an avid fan of the office and didn't stop watching it once Steve Carrel left. I was really hoping that Greg Daniels and the creators of the office learned from last season's mistakes, but they didn't. I watch old episodes of the office on almost a daily basis which always leave me in a roar of laughter or at least happiness, but this episode just made me sad and pulled me out of the story line. The actors who play Jim and Dwight just weren't acting that well at all, and I was never interested in the story. I didn't laugh once. Andy was a huge jerk for no reason and I didn't understand why the writers chose to give him the characteristics that made people hate Will Ferrell's character of Deangelo Vickers.And Kevin was just cliché in his stupidity.I look back to the earlier seasons of the office and become deeply saddened.None of the characters are the characters I fell in love with. Jim is now basic, not a prankster. Pam is a little mean and boring, not cute, perky, and moral. Andy is now a jerky boss, not an annoying singing sales man with anger bursts. Angela is now a happy normal character, not a tightly wound strict Christian girl who got angry and offended over everything.I miss the pranks and love hate relationship between Jim and Dwight; now they seem to enjoy their company. I miss the older cameras that made each episode feel like a reel documentary and brought the set in a realistic light, not a modern, commercial one. And most of all, I miss Michael Scott. The episode only had one miniature highlight at the end, but overall the episode wasn't funny and was disappointing. I will still finish the season though.",63/78
0,9,3,8,ComedyFan2010,6 February 2019,"Andy finds out that his family might have owned slaves.Very fun idea and I liked how they made it. The ending was pretty good. I must say I also liked Nellie in this episode. Really, in this position she is a great character. Dwight teaching Erin a fake language was also a fun part of the episode. But I would like to see more of Dwight",8/14
1,9,3,6,kobedawson,23 January 2022,Just watch the cold open and save yourself from wasting 20 minutes of your life. The conversation between Jim and Darryl was alright but everything is skip worthy.,1/1
2,9,3,NA,josephsiddiq,30 March 2021,"There's not a lot to look back on season 9 for except for this cold open, ""good for you for not seeing race"" kills me.",6/6
3,9,3,7,keppy-81611,2 June 2020,"Asian Jim Halpert played by Randall Park
Hilarious and the rest of the episode is mediocre",34/37
4,9,3,1,tclark_56,7 February 2020,"Wow, the show went way downhill. Thank you Andy for being and showing us that the show has officially ""jumped the shark""",9/39
5,9,3,3,parkrangerno7,11 February 2022,"Unfortunately, this episode is is pretty racist, making fun of Andy's family's (supposed) slave owning past in a throwaway manner - especially being enjoyed by his white coworkers. At the time, seemed funny, perhaps - thankfully, today, society does not consider this part of history entertaining, or fair game to be used for lighthearted comedic entertainment. Times change. And sometimes, for the better.",0/2
6,9,3,NA,merterzurumdag,8 January 2022,I like offensive humor and this serie is so good at it. But the scene that others making fun of andy because he has slave owner ancestry was not funny. Because there wasn't joke or humor. They were just making fun of him. I didn't like it.Generraly it was a normal episode 7/10.,1/1
0,9,5,8,ComedyFan2010,6 February 2019,Cornell a capela group comes to the office for a visit.I liked Dwight in his pumpkin in the beginning. The whole anxiety pill thing was good. I especially liked Dwight putting peanut butter on his face. I liked Nellie's costume but I have trouble understanding what was Toby's issue. The whole a capela band story was also pretty good.,5/13
1,9,5,5,Faristuta,16 June 2020,"It wasn't terrible, but many characters are becoming less and less likable the last few episodes, and that's a problem for the show. Andy for sure, Pam is plain annoying and Nelly didn't add anything to the show, then Jim for not being honest with Pam. The acapella group fiasco was very silly. It's as if they realized how bad this one was so they brought a celebrity (Colbert) to cover up for the mess and it didn't work.",16/19
2,9,5,5,kobedawson,24 January 2022,"This is easily the worst Halloween episode and by far a chore to watch the show at this time. There's literally nothing redeeming about this episode except for the good camera work. Pam, Andy and Nellie are absolutely terrible characters.",5/5
3,9,5,2,BoredNow33,30 April 2020,Pam is spending too much time with awful Nellie and turning into a shrew like her. She has always been the nicest character and she would never treat Jim that way in front of people.I also completely despise Oscar now for being such an ahole and a cheater! Who does that to a person they've worked with for so long? Cheaters are some of the lowest people in the world. Of course Angela is a disgusting cheater too.,22/36
4,9,5,1,tclark_56,7 February 2020,"Andy was one of the best start-up characters, but this stupidly overdone version is just terrible. Also, thank you writers for turning Pam into the worst supportive wife or partner ever.......... how did you idiots manage to make one of the most liked people on the show so negative and unforgiving to her amazing husband?? Bad decision",58/74
5,9,5,7,mathuran-29640,6 January 2020,Jim is an idiot in this episode. Andy's storyline is terrible. Dwight's storyline was stupid. A terrible episode. But Creeds one line in this episode made it better,35/39
6,9,5,1,acky-92856,31 January 2020,The showed is finally played out. The signing bafoon is old and bring in a a capela group from Cornell is just not believable. It's taking away from an office atmosphere. Andy destroyed this show,29/39
0,9,7,9,ComedyFan2010,6 February 2019,Dwight is going on an important sale but everyone is worried because he will have to sell to a woman.Really good episode! I loved Angela and Oscar worried that senator has an affair and Oscar getting a call from him at that time. Dwight's story is also great. I especially liked the fact that it was Jan. And they gave her Clark!,11/11
