,season,episode,Rating,Name,Date,Text,Useful,clean_text,clean_text_tokens
1050,8,9,8.0,vivianla,10 February 2021,Dwight says standing is better than sitting and Jim says fine you are better than all of us. Dwight is afraid to sit down now.Robert California has brought in his wife but tells Andy beforehand under no circumstances are they to hire his wife despite Robert telling his wife she can.The wife figured out that Robert probably was confusing and Andy was only doing what was best in that situation.Outside the wife makes a date with Andy.,0/0,dwight say standing well sit jim say fine well dwight afraid sit robert_california bring wife tell andy beforehand circumstance hire wife despite robert tell wife wife figure robert probably confusing andy good situation outside wife make date andy,"['dwight', 'say', 'standing', 'well', 'sit', 'jim', 'say', 'fine', 'well', 'dwight', 'afraid', 'sit', 'robert_california', 'bring', 'wife', 'tell', 'andy', 'beforehand', 'circumstance', 'hire', 'wife', 'despite', 'robert', 'tell', 'wife', 'wife', 'figure', 'robert', 'probably', 'confusing', 'andy', 'good', 'situation', 'outside', 'wife', 'make', 'date', 'andy']"
1051,8,9,8.0,varghesejunior,5 December 2011,"Had quite a few number of laughs after watching this episode of the office. Dwight Shrute's extremely funny gym ideas and Daryll's equally funny remarks had me rolling on the floor laughing my head off. However i could not connect with Robert California's sudden predicament. Could'nt the man who manipulated the very boss of the company into giving him her job manage to convince his wife into not joining the Scranton branch? Although it was funny, the very idea of seeing a helpless bob was very inconsistent with his image that we all have come to like and fear to the same extent :-) Here's hoping that the episodes that follow will have the same if not more humor quotient in them.",14/18,quite number laugh watch episode office dwight shrute extremely funny gym idea daryll equally funny remark roll floor laugh head however could connect robert_california sudden predicament could'nt man manipulate boss company give job manage convince wife join scranton_branch although funny idea see helpless bob inconsistent image come like fear extent :-) hope episode follow humor quotient,"['quite', 'number', 'laugh', 'watch', 'episode', 'office', 'dwight', 'shrute', 'extremely', 'funny', 'gym', 'idea', 'daryll', 'equally', 'funny', 'remark', 'roll', 'floor', 'laugh', 'head', 'however', 'could', 'connect', 'robert_california', 'sudden', 'predicament', ""could'nt"", 'man', 'manipulate', 'boss', 'company', 'give', 'job', 'manage', 'convince', 'wife', 'join', 'scranton_branch', 'although', 'funny', 'idea', 'see', 'helpless', 'bob', 'inconsistent', 'image', 'come', 'like', 'fear', 'extent', ':-)', 'hope', 'episode', 'follow', 'humor', 'quotient']"
1052,8,9,7.0,kobedawson,15 January 2022,"The whole Dwight and Darryl's interaction/dynamic has gotten more interesting after the ending, Jim running around was funny/hilarious and Creed being creed was classic office for me. I truly hated Robert this episode, usually he's optimistic but this episode he was completely insufferable. This would've been one of the best episodes of the season if not for him.",1/1,whole dwight darryl interaction dynamic get interesting ending jim run around funny hilarious creed creed classic office truly hate robert episode usually optimistic episode completely insufferable would one good_episode season,"['whole', 'dwight', 'darryl', 'interaction', 'dynamic', 'get', 'interesting', 'ending', 'jim', 'run', 'around', 'funny', 'hilarious', 'creed', 'creed', 'classic', 'office', 'truly', 'hate', 'robert', 'episode', 'usually', 'optimistic', 'episode', 'completely', 'insufferable', 'would', 'one', 'good_episode', 'season']"
1053,8,9,2.0,doorloblin,25 August 2019,He is usually tolerable but in this episode he is insanely infuriating. I can barely watch this episode. Only good thing is Dwight. But Robert sucks. He makes no sense and is an idiot.,9/33,usually tolerable episode insanely infuriate barely watch episode good thing dwight robert suck make sense idiot,"['usually', 'tolerable', 'episode', 'insanely', 'infuriate', 'barely', 'watch', 'episode', 'good', 'thing', 'dwight', 'robert', 'suck', 'make', 'sense', 'idiot']"
1054,8,9,6.0,Pruikhoofd,30 August 2021,"I mean, there were some good laughs in this one, but damn, so ridiculous.Let me explain, Robert California doesn't want his wife to work at Dunder Mifflin, but he told her she could. Then he tells Andy that he can't hire her. This puts Andy in a real weird position and eventually hires her. Then Robert gets mad at him for doing so.I mean why? Why even tell her that she can work there if you don't want her to. This whole story doesn't make sense to me. And then there's Jim who will do something as ridiculous as climbing to the roof of the building to escape a question. Totally ridiculous.The subplot with Dwight's gym was also not that interesting either.Overall 6/10.",3/4,mean good laugh one damn ridiculous let explain robert_california want wife work dunder_mifflin tell could tell andy hire put andy real weird position eventually hire robert get mad mean even tell work want whole story make sense jim something ridiculous climb roof building escape question totally ridiculous subplot dwight gym also interesting either overall 0/00,"['mean', 'good', 'laugh', 'one', 'damn', 'ridiculous', 'let', 'explain', 'robert_california', 'want', 'wife', 'work', 'dunder_mifflin', 'tell', 'could', 'tell', 'andy', 'hire', 'put', 'andy', 'real', 'weird', 'position', 'eventually', 'hire', 'robert', 'get', 'mad', 'mean', 'even', 'tell', 'work', 'want', 'whole', 'story', 'make', 'sense', 'jim', 'something', 'ridiculous', 'climb', 'roof', 'building', 'escape', 'question', 'totally', 'ridiculous', 'subplot', 'dwight', 'gym', 'also', 'interesting', 'either', 'overall', '0/00']"
1055,8,9,6.0,jeypi69,15 September 2021,"There's a great scene in the first episode where Jim gets stuck in a conversation with Roy, and they run out of things to talk about. And we've all been in that situation; it's awkward. You don't really want to talk to that person but it's rude to walk away, so you're coerced into staying. But in this episode, Jim runs away from Robert California to avoid a conversation. He tries to drive awat, but he's not allowed, so then he climbs onto the roof. And you know, it's amusing, but it's not relatable because I've never climbed onto a roof to avoid a conversation with my boss. It's not relatable anymore and what's funny in that?",4/7,great scene first episode jim get stick conversation roy run thing talk situation awkward really want talk person rude walk away coerce staying episode jim run away robert_california avoid conversation try drive awat allow climb onto roof know amusing relatable never climb onto roof avoid conversation boss relatable anymore funny,"['great', 'scene', 'first', 'episode', 'jim', 'get', 'stick', 'conversation', 'roy', 'run', 'thing', 'talk', 'situation', 'awkward', 'really', 'want', 'talk', 'person', 'rude', 'walk', 'away', 'coerce', 'staying', 'episode', 'jim', 'run', 'away', 'robert_california', 'avoid', 'conversation', 'try', 'drive', 'awat', 'allow', 'climb', 'onto', 'roof', 'know', 'amusing', 'relatable', 'never', 'climb', 'onto', 'roof', 'avoid', 'conversation', 'boss', 'relatable', 'anymore', 'funny']"
1056,8,9,9.0,itsthefad,2 December 2011,"This episode is by far the best of what was turning out to be a very disappointing season of The Office. It's obviously next to impossible to continue producing episodes at such a high quality without Steve Carrell, but up until the previous episode ""Gettysburg"", the writing has been - off, to say the least. ""Mrs. California"" was a strong writing performance by Greg Daniels, Ricky Gervais and Stephen Merchant. Jim was Jim again, with his dry wit and sheepishness. The opening was refreshing, to see Dwight in another of his obscure fixations- this time with the benefits of standing over sitting and thus becoming the victim of a decent Jim prank. Maura Tierney? Can anyone say ""guest star of the year""? Not even for her performance, just because I've missed her on the sitcom swing since NewsRadio. She played the wife of CEO Robert California (James Spader) hopeful for employment at Dunder-Mifflin. Spader was hilarious, sending extremely mixed messages on whether or not Andy should hire his wife. Dwight's opening of a gym was also a nice touch, my favorite line of the episode coming after Dwight tells Darryl he plans to make him look like LeBron James ""it's LeJon Brames."" ""That's what I said..."". Craig Robinson is a great actor, and I'm not sure if Darryl wants to leave Dunder-Mifflin or if the actor wants to leave the show. Convincing performance or convenient coincidence? This episode was top-notch, and was by leaps and bounds the season's best.",24/31,episode far good turn disappointing season office obviously next impossible continue produce episode high quality without steve_carrell previous episode gettysburg writing say least mrs. california strong writing performance greg_daniels ricky_gervais stephen_merchant jim jim dry wit sheepishness opening refreshing see dwight another obscure fixations- time benefit stand sitting thus become victim decent jim prank maura tierney anyone say guest star year even performance miss sitcom swing since newsradio play wife ceo robert_california james_spader hopeful employment dunder_mifflin spader hilarious send extremely mixed message whether andy hire wife dwight opening gym also nice touch favorite line episode come dwight tell darryl plan make look like lebron james lejon brames say craig_robinson great actor sure darryl want leave dunder_mifflin actor want leave show convince performance convenient coincidence episode top notch leap bound season good,"['episode', 'far', 'good', 'turn', 'disappointing', 'season', 'office', 'obviously', 'next', 'impossible', 'continue', 'produce', 'episode', 'high', 'quality', 'without', 'steve_carrell', 'previous', 'episode', 'gettysburg', 'writing', 'say', 'least', 'mrs', '.', 'california', 'strong', 'writing', 'performance', 'greg_daniels', 'ricky_gervais', 'stephen_merchant', 'jim', 'jim', 'dry', 'wit', 'sheepishness', 'opening', 'refreshing', 'see', 'dwight', 'another', 'obscure', 'fixations-', 'time', 'benefit', 'stand', 'sitting', 'thus', 'become', 'victim', 'decent', 'jim', 'prank', 'maura', 'tierney', 'anyone', 'say', 'guest', 'star', 'year', 'even', 'performance', 'miss', 'sitcom', 'swing', 'since', 'newsradio', 'play', 'wife', 'ceo', 'robert_california', 'james_spader', 'hopeful', 'employment', 'dunder_mifflin', 'spader', 'hilarious', 'send', 'extremely', 'mixed', 'message', 'whether', 'andy', 'hire', 'wife', 'dwight', 'opening', 'gym', 'also', 'nice', 'touch', 'favorite', 'line', 'episode', 'come', 'dwight', 'tell', 'darryl', 'plan', 'make', 'look', 'like', 'lebron', 'james', 'lejon', 'brames', 'say', 'craig_robinson', 'great', 'actor', 'sure', 'darryl', 'want', 'leave', 'dunder_mifflin', 'actor', 'want', 'leave', 'show', 'convince', 'performance', 'convenient', 'coincidence', 'episode', 'top', 'notch', 'leap', 'bound', 'season', 'good']"
1057,8,10,9.0,ComedyFan2010,2 February 2019,It is a Christmas party in the office again.Great episode. The whole thing between Andy and Erin was a good story and was done pretty well in this episode. Dwight and Jim with their pranks were an absolute highlight. And I also loved Dwight with his music. Stanley was also wonderful in the very beginning.,11/12,christmas party office great episode whole thing andy erin good story pretty well episode dwight jim prank absolute highlight also love dwight music stanley also wonderful beginning,"['christmas', 'party', 'office', 'great', 'episode', 'whole', 'thing', 'andy', 'erin', 'good', 'story', 'pretty', 'well', 'episode', 'dwight', 'jim', 'prank', 'absolute', 'highlight', 'also', 'love', 'dwight', 'music', 'stanley', 'also', 'wonderful', 'beginning']"
1058,8,10,8.0,vivianla,14 February 2021,Robert California comes in saying he has not had sexual intercourse in ten days. He got divorced and is not as assertive as he usually is.Andy tells the group his girlfriend Jessica is visiting and she comes in. Erin gives her a hug and Andy says it is always scary when your ex meets your sex. Not just because you are afraid they might talk about your penis.Robert slightly pressures Erin to drink and she starts drinking a whole lot.Robert asks her to go out on a walk with him and he drives her home. Andy follows them and watches to see if Robert will go in with her.,1/2,robert_california come say sexual intercourse ten day get divorce assertive usually andy tell group girlfriend jessica visit come erin give hug andy say always scary meet sex afraid may talk penis robert slightly pressure erin drink start drink whole lot robert ask walk drive home andy follow watch see robert,"['robert_california', 'come', 'say', 'sexual', 'intercourse', 'ten', 'day', 'get', 'divorce', 'assertive', 'usually', 'andy', 'tell', 'group', 'girlfriend', 'jessica', 'visit', 'come', 'erin', 'give', 'hug', 'andy', 'say', 'always', 'scary', 'meet', 'sex', 'afraid', 'may', 'talk', 'penis', 'robert', 'slightly', 'pressure', 'erin', 'drink', 'start', 'drink', 'whole', 'lot', 'robert', 'ask', 'walk', 'drive', 'home', 'andy', 'follow', 'watch', 'see', 'robert']"
1059,8,10,10.0,mkenyon719,10 December 2011,"I thought this episode was excellent. My favorite part was when Dwight storms into the conference room and slams down the boombox, says something like, ""this is garbage,"" and plays a Trans Siberian Orchestra piece. AMAZING. I loved it.Also, I loved the pranks with Jim and Dwight again. Maybe it's good that Pam's gone for awhile. Jim is back to normal! The pranks were funny.Even Andy didn't make me as mad.Erin is still annoying.Kelly had some funny lines.",15/24,think episode excellent favorite part dwight storm conference_room slam boombox say something like garbage play trans siberian orchestra piece amazing love also love prank jim dwight maybe good pam awhile jim back normal prank funny even andy make mad erin still annoying kelly funny line,"['think', 'episode', 'excellent', 'favorite', 'part', 'dwight', 'storm', 'conference_room', 'slam', 'boombox', 'say', 'something', 'like', 'garbage', 'play', 'trans', 'siberian', 'orchestra', 'piece', 'amazing', 'love', 'also', 'love', 'prank', 'jim', 'dwight', 'maybe', 'good', 'pam', 'awhile', 'jim', 'back', 'normal', 'prank', 'funny', 'even', 'andy', 'make', 'mad', 'erin', 'still', 'annoying', 'kelly', 'funny', 'line']"
1060,8,11,8.0,ComedyFan2010,3 February 2019,Andy takes the office for a trivia competition to win money for the office. Dwight goes to apply for a job in Florida.The trivia was pretty fun with the Einsteins winning. Dwight's story was not as fun as most of his are but it was still very good. Especially with Gabe calling himself a toilet.,19/20,andy take office trivia competition win money office dwight apply job florida trivium pretty fun einsteins win dwight story fun still good especially gabe call toilet,"['andy', 'take', 'office', 'trivia', 'competition', 'win', 'money', 'office', 'dwight', 'apply', 'job', 'florida', 'trivium', 'pretty', 'fun', 'einsteins', 'win', 'dwight', 'story', 'fun', 'still', 'good', 'especially', 'gabe', 'call', 'toilet']"
1061,8,11,1.0,laurasi2906,17 January 2012,"This is so sad!! They should just end it while we all still have some good memories from what this show used to be. This is nothing without Michael and all I do while watching this is think about what he would do in every situation. This show is just terrible... I am speechless.Andy is soooooo boring, I have no words to explain how pathetic and sad he comes off. HE IS NOT MICHAEL! They should just give up. Michael is irreplaceable! I hope for the sake of the show it ends after this horrible season. STOP trying to make money out of something so bad that is not even remotely close to what it used to be!!",19/152,sad end still good memory show use nothing without michael watch think would every situation show terrible speechless andy soooooo boring word explain pathetic sad come michael give michael irreplaceable hope sake show end horrible season stop try make money something bad even remotely close use,"['sad', 'end', 'still', 'good', 'memory', 'show', 'use', 'nothing', 'without', 'michael', 'watch', 'think', 'would', 'every', 'situation', 'show', 'terrible', 'speechless', 'andy', 'soooooo', 'boring', 'word', 'explain', 'pathetic', 'sad', 'come', 'michael', 'give', 'michael', 'irreplaceable', 'hope', 'sake', 'show', 'end', 'horrible', 'season', 'stop', 'try', 'make', 'money', 'something', 'bad', 'even', 'remotely', 'close', 'use']"
1062,8,12,8.0,ComedyFan2010,3 February 2019,"Robert California throws a pool party in the house he is selling.This episode had a lot of fun moments. Dwight and Erin trying to make Andy jealous was very good. And the moment when Erin found Andy's ring was pretty good. The ending with Robert, Gabe and Ryan was also really good.",20/24,robert_california throw pool party house sell episode lot fun moment dwight erin try make andy jealous good moment erin find andy ring pretty good ending robert gabe ryan also really good,"['robert_california', 'throw', 'pool', 'party', 'house', 'sell', 'episode', 'lot', 'fun', 'moment', 'dwight', 'erin', 'try', 'make', 'andy', 'jealous', 'good', 'moment', 'erin', 'find', 'andy', 'ring', 'pretty', 'good', 'ending', 'robert', 'gabe', 'ryan', 'also', 'really', 'good']"
1063,8,12,8.0,HunterGee,10 December 2021,I don't know why but I really enjoyed this episode. Might be the best since the departure of Michael Scott.I liked seeing Erin and Dwight together as they're my favourite male and female character in the show.,5/5,know really enjoy episode may good since departure michael_scott like see erin dwight together favourite male female character show,"['know', 'really', 'enjoy', 'episode', 'may', 'good', 'since', 'departure', 'michael_scott', 'like', 'see', 'erin', 'dwight', 'together', 'favourite', 'male', 'female', 'character', 'show']"
1064,8,12,,pierrout_fou,3 April 2021,One of the best the office episodes just because Bomb the Music Industry!'s music is featured.,6/7,one good office episode bomb music industry music feature,"['one', 'good', 'office', 'episode', 'bomb', 'music', 'industry', 'music', 'feature']"
1065,8,12,6.0,Sarbear112004,20 January 2012,"The episodes are getting better and better as the season goes on however it's still hard to watch. I love how Jim is pranking again and also Robert California is becoming more and more tolerable and likable however we need to bring back Pam! It's just not the same without her. I know the actress is on maternity leave but couldn't they do more with her before she left? I mean seriously last time (when her character was out for Cece) they had her voice on phone calls, Jenna Fisher added a lot to the show that I didn't realize until she was gone. It's sad that Michael left and I wish he would come back but that's not likely either. I don't know about everyone else but I like the Andy Erin relationship but Erin has just gotten weird! I also liked the comedy that Angela and Dwighy brought to the table I thought it would be funny if she ended up saying Dwights the real father of her baby...and isn't Angela's senator husband gay anyway?",6/40,episode get well well season however still hard watch love jim prank also robert_california become tolerable likable however need bring back pam without know actress maternity leave could leave mean seriously last time character cece voice phone call jenna fisher add lot show realize sad michael leave wish would come back likely either know everyone else like andy erin relationship erin get weird also like comedy angela dwighy bring table think would funny end say dwights real father baby angela senator husband gay anyway,"['episode', 'get', 'well', 'well', 'season', 'however', 'still', 'hard', 'watch', 'love', 'jim', 'prank', 'also', 'robert_california', 'become', 'tolerable', 'likable', 'however', 'need', 'bring', 'back', 'pam', 'without', 'know', 'actress', 'maternity', 'leave', 'could', 'leave', 'mean', 'seriously', 'last', 'time', 'character', 'cece', 'voice', 'phone', 'call', 'jenna', 'fisher', 'add', 'lot', 'show', 'realize', 'sad', 'michael', 'leave', 'wish', 'would', 'come', 'back', 'likely', 'either', 'know', 'everyone', 'else', 'like', 'andy', 'erin', 'relationship', 'erin', 'get', 'weird', 'also', 'like', 'comedy', 'angela', 'dwighy', 'bring', 'table', 'think', 'would', 'funny', 'end', 'say', 'dwights', 'real', 'father', 'baby', 'angela', 'senator', 'husband', 'gay', 'anyway']"
1066,8,13,8.0,ComedyFan2010,3 February 2019,Jim goes on jury duty and skips some days of work. Angela has her baby.Jim's story was not as funny as the stories between him and Dwight usually are. Still it isn't too bad. And the episode is saved by Angela's baby. The accounting team vising her was pretty hilarious. And the fact that it most likely is Dwight's baby is an absolutely awesome part.,9/11,jim jury_duty skip day work angela baby jim story funny story dwight usually still bad episode save angela baby accounting team vise pretty hilarious fact likely dwight baby absolutely awesome part,"['jim', 'jury_duty', 'skip', 'day', 'work', 'angela', 'baby', 'jim', 'story', 'funny', 'story', 'dwight', 'usually', 'still', 'bad', 'episode', 'save', 'angela', 'baby', 'accounting', 'team', 'vise', 'pretty', 'hilarious', 'fact', 'likely', 'dwight', 'baby', 'absolutely', 'awesome', 'part']"
1067,8,13,8.0,vivianla,16 February 2021,Jim had jury duty one Monday morning but chose to take the rest of the week to help out Pam with the kids.Pam comes in with Cece and Philip for the first time. The kids cry and they end up leaving. Cece's light blue eyes are pretty.Angela has her baby and the accounting department go to see her. Oscar says her baby is not premature. Angela admits they had the baby 9 months before and kept it a secret because they made the baby one month before the wedding. Oscar tells Dwight and Dwight goes in.Dwight thinks the baby is a Schrute. The senator steps out when Angela says she will feed the baby. Unless Moses knows how to have sex that baby is his. Dwight tells Angela that baby is his and they had sex one month before the wedding. He inserted his penis into her vagina.,2/6,jim jury_duty one monday morning choose take rest week help pam kid pam come cece philip first time kid cry end leave cece light blue eye pretty angela baby accounting department see oscar say baby premature angela admit baby month keep secret make baby one month wedding oscar tell dwight dwight dwight think baby schrute senator step angela say feed baby unless moses know sex baby dwight tell angela baby sex one month wedding insert penis vagina,"['jim', 'jury_duty', 'one', 'monday', 'morning', 'choose', 'take', 'rest', 'week', 'help', 'pam', 'kid', 'pam', 'come', 'cece', 'philip', 'first', 'time', 'kid', 'cry', 'end', 'leave', 'cece', 'light', 'blue', 'eye', 'pretty', 'angela', 'baby', 'accounting', 'department', 'see', 'oscar', 'say', 'baby', 'premature', 'angela', 'admit', 'baby', 'month', 'keep', 'secret', 'make', 'baby', 'one', 'month', 'wedding', 'oscar', 'tell', 'dwight', 'dwight', 'dwight', 'think', 'baby', 'schrute', 'senator', 'step', 'angela', 'say', 'feed', 'baby', 'unless', 'moses', 'know', 'sex', 'baby', 'dwight', 'tell', 'angela', 'baby', 'sex', 'one', 'month', 'wedding', 'insert', 'penis', 'vagina']"
1068,8,13,10.0,katikarpratyush,20 January 2021,"Very nice
Very good
Good
Great
Very nice
Very good
Good
Great
Very nice
Very good
Good
Great
Very nice
Very good
Good
Great",6/22,nice good good great nice good good great nice good good great nice good good great,"['nice', 'good', 'good', 'great', 'nice', 'good', 'good', 'great', 'nice', 'good', 'good', 'great', 'nice', 'good', 'good', 'great']"
1069,8,14,8.0,ComedyFan2010,4 February 2019,"Dwight organizes a team to go to Florida.Loved Dwight's Perfectenschlag. Great team. Although I was hoping that Kelly will go, but seems that Ryan made a perfect presentation. Stanley was awesome though, he sure needs to go to Florida! And I guess this is why Kathy is in, to go after Jim.",9/9,dwight organize team florida loved dwight perfectenschlag great team although hope kelly seem ryan make perfect presentation stanley awesome though sure need florida guess kathy jim,"['dwight', 'organize', 'team', 'florida', 'loved', 'dwight', 'perfectenschlag', 'great', 'team', 'although', 'hope', 'kelly', 'seem', 'ryan', 'make', 'perfect', 'presentation', 'stanley', 'awesome', 'though', 'sure', 'need', 'florida', 'guess', 'kathy', 'jim']"
1070,8,14,8.0,vivianla,18 February 2021,Pam has come back from maternity leave and looks bigger than Angela. Angela has also come back and everyone praises her body and she has brought her baking in. Pam asks how she has time and Angela says babies sleep a lot if you feed them enough.Andy lets Dwight know he is to lead the special projects group and they are to go to Florida to help create a retail store for Sabre.Dwight wants competent workers but Andy does not want the most essential workers to leave. Andy offers a Meredith.Cathy is suspiciously on the phone talking about how bad the Halperts' marriage is. What else are they to do during the three weeks in Florida? Sounds like she plans on being with Jim.,1/3,pam come back maternity leave look big angela angela also come back everyone praise body bring baking pam ask time angela say baby sleep lot feed enough andy let dwight know lead special project group florida help create retail store sabre dwight want competent worker andy want essential worker leave andy offer meredith cathy suspiciously phone talk bad halperts marriage else three week florida sound like plan jim,"['pam', 'come', 'back', 'maternity', 'leave', 'look', 'big', 'angela', 'angela', 'also', 'come', 'back', 'everyone', 'praise', 'body', 'bring', 'baking', 'pam', 'ask', 'time', 'angela', 'say', 'baby', 'sleep', 'lot', 'feed', 'enough', 'andy', 'let', 'dwight', 'know', 'lead', 'special', 'project', 'group', 'florida', 'help', 'create', 'retail', 'store', 'sabre', 'dwight', 'want', 'competent', 'worker', 'andy', 'want', 'essential', 'worker', 'leave', 'andy', 'offer', 'meredith', 'cathy', 'suspiciously', 'phone', 'talk', 'bad', 'halperts', 'marriage', 'else', 'three', 'week', 'florida', 'sound', 'like', 'plan', 'jim']"
1071,8,14,10.0,theteamavengers,24 June 2020,Honestly this ia one of the best episodes in the office and season 8 is way too much overhated. I'm enjoying it so far. This episode will make you excited for the others,18/22,honestly one good_episode office season way much overhate enjoy far episode make excited,"['honestly', 'one', 'good_episode', 'office', 'season', 'way', 'much', 'overhate', 'enjoy', 'far', 'episode', 'make', 'excited']"
1072,8,15,9.0,ComedyFan2010,4 February 2019,The team work in Tallahassee begins.Loved the prank Jim played on Dwight in the beginning! And Dwight fighting through his appendix was also great. I also love Florida Stanley! Nelly is pretty annoying character. I was very happy she wasn't made a manager and now here she is.,7/8,team work tallahassee begin love prank jim play dwight beginning dwight fight appendix also great also love florida stanley nelly pretty annoying character happy make manager,"['team', 'work', 'tallahassee', 'begin', 'love', 'prank', 'jim', 'play', 'dwight', 'beginning', 'dwight', 'fight', 'appendix', 'also', 'great', 'also', 'love', 'florida', 'stanley', 'nelly', 'pretty', 'annoying', 'character', 'happy', 'make', 'manager']"
1073,8,15,10.0,UniqueParticle,22 February 2019,"Dwight's dedication was above & beyond the usual. Its outrageously ridiculous! Although he's normally dedicated throughout the series it was more of a pride/painful presentation in this case, haha. There were other great moments too like arguing about who's gonna answer the phone and I personally loved the joke in the beginning about falling asleep reading the mattress that was hilarious to me, oddly enough. I just all around really liked this one.",16/19,dwight dedication beyond usual outrageously ridiculous although normally dedicate throughout series pride painful presentation case haha great moment like argue answer phone personally love joke beginning fall asleep read mattress hilarious oddly enough around really like one,"['dwight', 'dedication', 'beyond', 'usual', 'outrageously', 'ridiculous', 'although', 'normally', 'dedicate', 'throughout', 'series', 'pride', 'painful', 'presentation', 'case', 'haha', 'great', 'moment', 'like', 'argue', 'answer', 'phone', 'personally', 'love', 'joke', 'beginning', 'fall', 'asleep', 'read', 'mattress', 'hilarious', 'oddly', 'enough', 'around', 'really', 'like', 'one']"
1074,8,15,8.0,vivianla,20 February 2021,Dwight tries to take charge of the group.In the morning he enters everyone's rooms and when going into Jim's - it looks like a crime scene. Jim had it set up.He buys antacids and ends up taking way too many. Dwight ends up going to the hospital and gets surgery but comes back.,1/2,dwight try take charge group morning enter everyone room jim look like crime scene jim set buy antacid end take way many dwight end hospital get surgery come back,"['dwight', 'try', 'take', 'charge', 'group', 'morning', 'enter', 'everyone', 'room', 'jim', 'look', 'like', 'crime', 'scene', 'jim', 'set', 'buy', 'antacid', 'end', 'take', 'way', 'many', 'dwight', 'end', 'hospital', 'get', 'surgery', 'come', 'back']"
1075,8,15,10.0,daggit69,22 September 2019,"When Dwight pulled down the projector screen I was in tears laughing. I had to pause and rewind it like 10 times. And Jim's hotel room prank was hilarious aswell. There were so many moments that made me truly laugh out loud. Love this episode, it sees the cast at their comedic best",10/13,dwight pull projector screen tear laugh pause rewind like time jim hotel room prank hilarious aswell many moment make truly laugh loud love episode see cast comedic good,"['dwight', 'pull', 'projector', 'screen', 'tear', 'laugh', 'pause', 'rewind', 'like', 'time', 'jim', 'hotel', 'room', 'prank', 'hilarious', 'aswell', 'many', 'moment', 'make', 'truly', 'laugh', 'loud', 'love', 'episode', 'see', 'cast', 'comedic', 'good']"
1076,8,15,9.0,susamr,23 October 2018,After Michael leaves i thought the show will be boaring but since that episode until now Dwight is killing it! amazing performance specially this episode.,20/21,michael leave think show boare since episode dwight kill amazing performance specially episode,"['michael', 'leave', 'think', 'show', 'boare', 'since', 'episode', 'dwight', 'kill', 'amazing', 'performance', 'specially', 'episode']"
1077,8,16,9.0,ComedyFan2010,4 February 2019,"Dwight tries to become VPI liked the opening of the episode, especially Angela saying that pets aren't kids. Considering that this is how she always treated her cats. Dwight was great in this episode. Kathy hitting on Jim was also fun, his reactions and also how Dwight got rid of her. Him staying over with Dwight was also a good ending.",30/30,dwight try become vpi like opening episode especially angela say pet kid consider always treat cat dwight great episode kathy hit jim also fun reaction also dwight get rid stay dwight also good ending,"['dwight', 'try', 'become', 'vpi', 'like', 'opening', 'episode', 'especially', 'angela', 'say', 'pet', 'kid', 'consider', 'always', 'treat', 'cat', 'dwight', 'great', 'episode', 'kathy', 'hit', 'jim', 'also', 'fun', 'reaction', 'also', 'dwight', 'get', 'rid', 'stay', 'dwight', 'also', 'good', 'ending']"
1078,8,16,8.0,vivianla,20 February 2021,Dwight tries to out-seduce Packer.Cathy tries to seduce Jim by going to his room and going to his bed and bending over to grab from the fridge. She takes a shower in his room.Back in Scranton the office has to stay after normal work hours to make up for the work of the missing workers. They gather in the conference room and have an assembly line.,3/6,dwight try seduce packer cathy try seduce jim room bed bend grab fridge take shower room back scranton office stay normal work hour make work miss worker gather conference_room assembly line,"['dwight', 'try', 'seduce', 'packer', 'cathy', 'try', 'seduce', 'jim', 'room', 'bed', 'bend', 'grab', 'fridge', 'take', 'shower', 'room', 'back', 'scranton', 'office', 'stay', 'normal', 'work', 'hour', 'make', 'work', 'miss', 'worker', 'gather', 'conference_room', 'assembly', 'line']"
1079,8,16,9.0,Faristuta,8 June 2020,"I was gonna give this episode an 8, but when they revealed that Gabe's middle name is Susan, I had to bump it to 9.",27/29,give episode reveal gabe middle name susan bump,"['give', 'episode', 'reveal', 'gabe', 'middle', 'name', 'susan', 'bump']"
1080,8,16,10.0,alotaibeabdulaziz,26 June 2020,"Jim and Dwight's friendship is great,I loved it,dwight and todd packer's competition is good because of dwight,todd packer is annoying",35/36,jim dwight friendship great love dwight todd packer competition good dwight todd packer annoying,"['jim', 'dwight', 'friendship', 'great', 'love', 'dwight', 'todd', 'packer', 'competition', 'good', 'dwight', 'todd', 'packer', 'annoying']"
1081,8,17,9.0,ComedyFan2010,4 February 2019,"Florida prepares a presentation and Andy gets beaten up by the girls.Wonderful episode. I loved how they were motivating Ryan to go, Dwight pretending to be Kelly and Jim Ryan's mom. Andy's story was just as funny. The self defense class was great and so was to find out what really happened to Andy.",11/12,florida prepare presentation andy get beat girl wonderful episode love motivate ryan dwight pretend kelly jim ryan mom andy story funny self defense class great find really happen andy,"['florida', 'prepare', 'presentation', 'andy', 'get', 'beat', 'girl', 'wonderful', 'episode', 'love', 'motivate', 'ryan', 'dwight', 'pretend', 'kelly', 'jim', 'ryan', 'mom', 'andy', 'story', 'funny', 'self', 'defense', 'class', 'great', 'find', 'really', 'happen', 'andy']"
